,Id,Name,Nationality,Gender,DateAcquired
107642,8446,Jodiah Jacobs,American,Male,1998
107643,8447,Arthur S. Mole,American,Male,0
107644,8448,John D. Thomas,American,Male,0
107645,8449,Johann Palisa,Austrian,Male,0
107646,8450,Max Wolf (Maximilian Franz Joseph Cornelius),Austrian,Male,0
107647,8451,Dieter Rams,German,Male,2001
107665,8452,Jockum Nordström,Swedish,Male,2001
107672,8454,Mikael Björnstjerna,Swedish,Male,2000
107673,8455,Ford Madox Brown,British,Male,2000
107674,8456,Fernando Campana,Brazilian,Male,0
107675,8457,Humberto Campana,Brazilian,Male,0
107676,8458,Godtfred Kirk Christiansen,Danish,Male,2000
107677,8462,Louis Maslow,American,Male,1944
107679,8464,Hércules Barsotti,Brazilian,Male,2001
107697,8465,David Bates,American,Male,2001
107698,8466,Leslie Evans,British,0,0
107699,8468,Estella Conwill Majozo,American,Female,0
107700,8470,John Bock,German,Male,2001
107719,8471,Christopher Brown,American,Male,2001
107720,8472,Cecily Brown,British,Female,2001
107725,8473,Janet Cardiff,Canadian,Female,2001
107727,8474,Willys de Castro,Brazilian,Male,2001
107742,8475,Nikolai Lavrent'ev,Russian,Male,2001
107744,8476,Varvara Rodchenko,Russian,Female,2001
107764,8477,Anna Maria Maiolino,Brazilian,Female,2001
107796,8478,Christian Marclay,American,Male,2001
107844,8479,Beatriz Milhazes,Brazilian,Female,2001
107852,8480,Takashi Murakami,Japanese,Male,2001
107861,8484,P. Suvorov,Nationality unknown,0,2001
107862,8485,Gillian Wearing,British,Female,2001
107870,8486,Pae White,American,Female,2001
107879,8487,Jerome Olivet,0,Male,0
107880,8490,Richard Hell,American,Male,2012
107881,8493,Paolo Lombardi,Italian,Male,1992
107882,8494,Nedko Solakov,Bulgarian,Male,2004
107888,8496,Dan Walsh,American,Male,2009
107908,8497,Rudolf Bonvie,German,Male,1993
107909,8499,Claude-Joseph-Désiré Charnay,French,Male,1993
107910,8500,Christopher Giglio,American,Male,1993
107911,8501,Associated Press,0,0,2001
107931,8502,George Grantham Bain,American,Male,2001
107933,8503,Alex Anderson/The New York Times,Nationality unknown,Male,2001
107934,8504,Acme News Pictures,0,0,2001
107935,8505,Eddie Adams / Associated Press,American,Male,2001
107936,8506,"Abraham Zapruder / Life Magazine, Time Inc.",American,Male,2001
107937,8507,William H. Gallagher/Associated Press,Nationality unknown,Male,2001
107938,8508,Automatic Camera/Photomaton,0,0,2001
107939,8509,Bangs Studio,0,0,2001
107940,8510,Dominique Berretty/Black Star Publishing Co.,French,Female,2001
107941,8511,Bettmann/United Press International,0,0,2001
107943,8512,Neal Boenzi/The New York Times,American,Male,2001
107949,8513,"Blackstar Publishing Co., Inc.",Nationality unknown,0,2001
107950,8514,Rene Portocarrero,Cuban,Male,1945
107977,8515,British Official Radiophoto/The New York Times,0,0,2001
107978,8516,Arthur Brower/The New York Times,American,Male,2001
107979,8517,Brown Brothers,American,Male,2001
107982,8518,Pat Burns/The New York Times,American,Male,2001
107983,8519,Chuck Burton/Associated Press,American,Male,2001
107984,8520,Camera Arts Studios,0,0,2001
107985,8521,Anthony Camerano/Associated Press,American,Male,2001
107986,8522,Pat Candido/The New York Daily News,Nationality unknown,0,2001
107987,8523,Peter Carroll/Associated Press,Nationality unknown,Male,2001
107988,8524,Don Hogan Charles/The New York Times,American,Male,2001
107992,8525,Alan Chin,American,Male,2001
107993,8526,Bill Cunningham/The New York Times,American,Male,2001
107994,8527,Francesca Woodman,American,Female,1995
107996,8528,Committee on Public Information,0,0,2001
107997,8529,London Daily Mirror,0,0,2001
107998,8530,Suzanne DeChillo/The New York Times,American,Female,2001
107999,8531,Vic Delucia/The New York Times,American,Male,2001
108000,8532,Fehim Demir/Agence France-Presse,Bosnian,Male,2001
108001,8533,Doty/Times Wide World Press,Nationality unknown,0,2001
108002,8534,Richard Drew/Associated Press,American,Male,2001
108003,8535,"Fairchild Aerial Surveys, Inc.",0,0,2001
108004,8536,Sam Falk/The New York Times,American,Male,2001
108007,8537,John Filo/Valley Daily News via Associated Press,American,Male,2001
108008,8538,Stanley J. Forman/Boston Herald via Associated Press,American,Male,2001
108009,8539,Berlin Foto Senneke,0,0,2001
108010,8540,"Fotograms News Photo Service, Inc.",American,0,2001
108011,8541,Fox News,0,0,2001
108012,8542,French Pictorial Service,0,0,2001
108013,8543,Carl T. Gosset Jr./The New York Times,American,Male,2001
108015,8544,Eddie McGovern,Nationality unknown,Male,2001
108016,8545,Art Greenspon/Associated Press,American,Male,2001
108017,8546,Horst Faas,German,Male,2001
108018,8547,James H. Hare,American,Male,2001
108019,8548,Susan Harris/The New York Times,American,Female,2001
108020,8549,Marc Allégret,French,Male,1997
108021,8550,Harris & Ewing/Times World Wide Photos,American,0,2001
108022,8551,Eddie Hausner/The New York Times,American,Male,2001
108025,8552,Albert Hilsher/Times Wide World,Nationality unknown,Male,2001
108026,8553,Bruce Hoertel/The New York Times,American,Male,2001
108027,8555,Hoffman/International Press Studio,0,0,2001
108028,8557,John Hubbard/Black Star Publishing Company,American,Male,2001
108029,8558,Auguste Adolphe Bertsch,French,Male,1997
108030,8559,Barney Ingoglia/The New York Times,American,Male,2001
108031,8560,International News Photos Inc.,American,0,2001
108037,8562,International Newsreel,0,0,2001
108038,8563,Bob Jackson,American,Male,2001
108039,8564,Norman M. Jeannero/Times World Wide Photos,American,Male,2001
108041,8565,Edward Keating/The New York Times,American,Male,2001
108042,8566,Arthur Wesley Dow,American,Male,1997
108043,8567,Keystone View Company,American,0,2001
108046,8568,Seydou Keïta,Malian,Male,1997
108058,8569,Mike Lien/The New York Times from CBS News,American,Male,2001
108059,8570,Lechner/The New York Times,Nationality unknown,0,2001
108060,8571,Jay King,American,Male,1997
108062,8573,Meyer Liebowitz/The New York Times,American,Male,2001
108064,8574,Franz Lowy/Times Wide World,Austrian,Male,2001
108065,8575,Herbert Krenchel,Danish,Male,2001
108066,8576,Arturo Mari/L'Osservatore Romano,Italian,Male,2001
108067,8577,S.L.A. Marshall,American,Male,2001
108068,8578,Peter Pelzel,Italian,Male,2001
108069,8579,Medem Photo Service,Nationality unknown,0,2001
108070,8580,Ministere De La Guerre,Nationality unknown,0,2001
108071,8581,Larry C. Morris/The New York Times,American,Male,2001
108073,8582,Yasuki Nagao/United Press International,Japanese,Male,2001
108074,8583,NASA,American,0,2001
108127,8584,Richard Rothman,American,Male,1996
108128,8585,Günther Ssymmank,German,Male,2001
108130,8586,Fred Hansen/Pacific and Atlantic Photos,Nationality unknown,Male,2001
108133,8587,The New York Daily News,0,0,2001
108134,8588,Martine Barrat,French,Female,1995
108136,8590,Peter G. Kayafas,American,Male,1996
108137,8591,The New York Times Studio,0,0,2001
108140,8592,Cal Osbon,American,Male,2001
108141,8593,Pacific & Atlantic Photos,0,0,2001
108144,8594,Keith Pannel/Mail on Sunday,British,Male,2001
108145,8595,Unidentified photographer,0,0,1964
110883,8596,Bill Parsons / Nancy Palmer Agency,Nationality unknown,Male,2001
110884,8597,Maria Martinez-Cañas,Cuban,Female,1997
110885,8598,Glen Pettit/The New York Times,American,Male,2001
110886,8599,The Pictoral News Company,0,0,2001
110887,8600,Igor Moukhin,Russian,Male,1997
110896,8601,Douglas C. Pizac/Associated Press,American,Male,2001
110897,8602,Kent Porter/The Press Democrat via Assocated Press,American,Male,2001
110898,8603,Press Illustrating Company,0,0,2001
110899,8604,Presse Bild Zentrale,0,0,2001
110900,8605,Moscow Presse Cliche,0,0,2001
110901,8606,Red Cross Institute for Crippled and Disabled Men,0,0,2001
110902,8607,Robert Riger,American,Male,2001
110903,8608,Rollins/Associated Press,Nationality unknown,0,2001
110904,8609,Osamu Kanemura,Japanese,Male,1996
110906,8610,Librado Romero/Associated Press,American,Male,2001
110907,8611,Thomas Demand,German,Male,1996
110917,8612,Joe Rosenthal/Times World Wide Photos,American,Male,2001
110918,8613,Alex J. Rota/The New York Times,Nationality unknown,Male,2001
110919,8615,Henry Ruschin,American,Male,2001
110920,8616,William E. Sauro/The New York Times,American,Male,2001
110921,8617,Cliff Schiappa/Associated Press,American,Male,2001
110922,8618,Sammy Schulman/International News Photo,American,Male,2001
110923,8619,Barton Silverman/The New York Times,American,Male,2001
110925,8620,Ernie Sisto/The New York Times,American,Male,2001
110930,8621,J.C.P. Skottowe/Times Wide World Photos,American,Male,2001
110931,8622,Dana Stone/United Press International,Nationality unknown,Female,2001
110932,8623,Stork Club News Service,0,0,2001
110933,8624,Captain Cecil W. Stoughton,American,Male,2001
110934,8625,Stroop Report,Nationality unknown,Male,2001
110935,8626,Ray Stubblebine/Associated Press,American,Male,2001
110936,8627,Kryn Taconis/Magnum Photos Co.,Dutch,Male,2001
110937,8628,George Tames/The New York Times,American,Male,2001
110943,8629,Glenn Rudolph,American,Male,1997
110944,8630,Paul Thompson,American,Male,2001
110946,8631,Times Photo Service,0,0,2001
110947,8632,Times Wide World Photos,American,0,2001
111016,8633,Caroline Feyt,French,Female,1995
111017,8634,Mario Cravo Neto,Brazilian,Male,1996
111019,8635,Jean Christian Bourcart,French,Male,1995
111020,8636,Bob Beerman,American,Male,2001
111021,8637,Topical Press Agency,0,0,2001
111025,8638,United Press International,American,0,2001
111028,8639,United States. Army Air Forces,American,0,2001
111029,8640,U.S. Coast Guard,American,0,2001
111031,8641,Robert Walker/The New York Times,American,Male,2001
111033,8642,Marilynn K. Yee/The New York Times,American,Female,2001
111035,8643,Yerkes Observatory,0,0,2001
111036,8644,Bert Six,American,Male,2001
111037,8645,Freda Diamond,American,Female,2001
111038,8646,Heinreich Löffelhardt,German,Male,2001
111039,8647,Tzarskoe Selo C.E. de Hahn & Co.,0,0,2001
111040,8649,Radio Corporation of America,American,0,2001
111045,8650,Anne Marie Fishbein,American,Female,1997
111048,8651,Matthias Hoch,German,Male,1997
111049,8652,Curt Richter,American,Male,1997
111052,8653,Carlo Mazzeri,Italian,Male,0
111053,8654,Lutz Dille,Canadian,Male,1995
111055,8655,Linnaeus Tripe,British,Male,1997
111057,8656,Georgina Starr,British,Female,1995
111059,8657,Dan Grossi/Associated Press,Nationality unknown,Male,2001
111060,8658,Katherine Turczan,American,Female,1995
111061,8659,Tom Wood,British,Male,1995
111064,8660,Raymond Riley,American,Male,0
111065,8661,David Shen,American,Male,0
111066,8665,Theodore C. Brookhart,American,Male,0
111067,8675,"L.M. Ericsson Telephone Company, Sweden",Swedish,0,0
111068,8676,Hugo Blomberg,Swedish,Male,0
111069,8677,Ralph Lysell,Swedish,Male,0
111070,8678,Hans Gösta Thames,Swedish,Male,0
111071,8680,"Architetti Montagni, Berizzi, Butte",Italian,0,0
111072,8681,Dario Montagni,Italian,Male,0
111073,8682,Sergio Berizzi,Italian,Male,0
111074,8683,Cesare Butté,Italian,Male,0
111075,8685,A. L. Pugh,American,0,0
111076,8686,S. J. Stein,0,0,0
111077,8688,Jens H. Quistgaard,Danish,Male,2001
111078,8691,Michio Arai,Japanese,Male,2001
111079,8692,IDEO,0,0,0
111080,8695,William Campbell,American,Male,0
111081,8696,Michael Cohen,American,Male,1964
111084,8697,Ergonomi Design Gruppen (now Veryday),Swedish,0,0
111085,8698,Giovanni Bassi,Italian,Male,0
111086,8699,Gianfranco Masi,Italian,Male,0
111087,8700,Saul Nesbitt,American,Male,0
111088,8701,Franca Stagi,Italian,Male,0
111089,8702,Paolo Orlandini,Italian,Male,0
111090,8703,Kikukawa Katsuyoshi,Japanese,Female,0
111091,8704,Martijn Wegman,Danish,Male,0
111092,8705,John Mascheroni,American,Male,1967
111093,8706,Gianni Passini,Italian,Male,0
111094,8707,Diller + Scofidio,American,0,2006
111096,8708,Ernst Lieser,Swedish,Male,0
111097,8709,Julius Barnes,American,Male,0
111098,8713,William M. Heynes,British,Male,0
111099,8716,"Atelier d'Architecture Christian de Portzamparc, Paris",0,0,0
111100,8722,United Nations Headquarters Board of Design,0,0,0
111101,8805,Rafael Viñoly Architects,American,0,1997
111102,8811,Taller de Arquitectura,0,0,0
111103,8822,Gregory Baird,0,Male,0
111104,8823,Rogelio Jimenez,0,Male,0
111105,8836,Juan Herreros,Spanish,Male,0
111106,8837,Iñaki Ábalos,Spanish,Male,0
111107,8838,"Abalos&Herreros, Madrid",Spanish,0,0
111108,8841,Hugo Herdeg,Swiss,Male,1937
111110,8845,Jacob Kohn,Austrian,Male,0
111111,8855,Tod Williams Billie Tsien and Associates,0,0,1997
111112,8879,"Massachusetts Institute of Technology, Cambridge, MA",American,0,0
111113,8885,G. Geist,0,0,0
111114,8886,J. Sawade,0,0,0
111115,8902,Terence Riley,American,Male,0
111116,8928,Coop Himmelb(l)au,Austrian,0,0
111117,8933,Yushi Uehara,Japanese,Male,0
111118,8944,Dave Stewart,0,Male,2013
111119,8958,Kazuyo Sejima,Japanese,Female,2016
111120,8987,"Toyo Ito & Associates, Architects",Japanese,0,1996
111122,8988,Renzo Piano,Italian,Male,2008
111126,8996,Alfred Roth,Swiss,Male,0
111127,8998,"Asymptote Architecture, New York",0,0,0
111128,8999,"Tiffany Studios, New York, NY",0,0,0
111129,9000,"Nuutajärvi Glass Works, Wärtsilä, Finland",Finnish,0,0
111130,9002,"Danese S.r.l., Italy",Italian,0,0
111131,9004,"Cassina, S.p.A., Milan",0,0,0
111132,9007,"Bonniers, Inc., New York",0,0,0
111133,9009,"Slazengers Ltd., England",British,0,1962
111134,9010,"Necchi, S.p.A., Pavia, Italy",0,0,0
111135,9011,"Werkstätte Carl Auböck, Vienna",0,0,0
111136,9015,"Poltronova, Italy",0,0,0
111137,9016,"Focus Belysning, Denmark",0,0,0
111138,9018,"Tupper Corporation, Farnumsville, MA",0,0,0
111139,9019,"Robinson, Lewis and Rubin, Inc., Brooklyn, NY",0,0,0
111140,9020,"AMAC Plastic Products Corp., Sausalito, California",0,0,0
111141,9021,"Thomas Der Rosenthal A.G., Selb, West Germany (now Germany)",0,0,0
111142,9022,"Stirex Innovation AB, Spanga, Sweden",0,0,0
111143,9024,"Hedwin Corp., Baltimore, MD",0,0,0
111144,9025,"Oy Fiskars Ab, Helsinki",0,0,0
111145,9026,"Georg Jensen Sølvsmedie, Copenhagen, Denmark",0,0,0
111146,9029,"Fuso Gomu Ind. Co., Ltd., Tokyo",0,0,0
111147,9031,"Plastic Productions Co., Redwood City, CA",0,0,0
111148,9033,"Helit, Ulm, Germany",0,0,0
111149,9034,"Mepalservice b.v. Lochem (gld), The Netherlands",0,0,0
111150,9035,"Fratelli Guzzini, Italy",0,0,0
111151,9036,"Rosenthal Porzellan A.G., Selb, Germany",0,0,0
111152,9037,"Libbey Glass Company Division, Owens-Illinois Co., Toledo, OH",American,0,1956
111154,9038,"Cristalleria Nason e Moretti, Venezia-Murano, Italy",0,0,0
111155,9040,"Venini & Co., Murano, Italy",Italian,0,0
111156,9042,"Aoshima Shoten Co., Ltd., Japan",0,0,0
111157,9058,"Bauhaus, Dessau",0,0,0
111158,9062,"Westinghouse Electric & Mfg. Co., NY",American,0,2001
111159,9066,"Neselco, Copenhagen",0,0,0
111160,9068,"Eastman Kodak Company, Rochester, NY",American,0,0
111161,9072,"Alias SpA, Bergamo, Italy",Italian,0,0
111162,9078,"C & B Italia, Como, Italy",0,0,0
111163,9081,"AB Gustavsberg Fabriker, Sweden",Swedish,0,0
111164,9083,"Brionvega S.p.A., Italy",Italian,0,0
111165,9084,"Treitel-Gratz Co., Inc., New York, NY",0,0,0
111166,9088,"Folmer Christensen, Vanlose, Denmark",0,0,0
111167,9097,"J.P. Kayser Sohn, Cologne",0,0,0
111168,9100,"Gavina, Italy",0,0,0
111169,9101,"Sculpture House, New York, NY",0,0,0
111170,9102,"Benedikt von Poschinger Kristallwarenfabric, Oberzwieslau, Germany",0,0,0
111171,9103,"Peter Hamburger Designs, New York, NY",0,0,0
111172,9104,"Zanotta S.p.A., Italy",0,0,0
111173,9110,"GNT Automatic A/S, Soeborg, Denmark",0,0,0
111174,9112,"Braun AG, Frankfurt, Germany, est. 1921",0,0,0
111175,9113,"Moss Tent Works, Camden, ME",0,0,0
111176,9114,"Kimura Glass Co. Ltd., Tokyo",0,0,0
111177,9115,"Louis Poulsen & Co., Copenhagen, Denmark",0,0,0
111178,9118,"Cini & Nils, Milan",0,0,0
111179,9128,"Heath Ceramics, Sausalito, CA",0,0,0
111180,9130,"Bruno Danese, Milan, Italy",0,0,0
111181,9139,"R.E.M. di Rossetti Enrico, Italy",0,0,0
111182,9141,"Terraillon S.R.L., Italy",0,0,0
111183,9143,"Gufram S.R.L., Italy",0,0,0
111184,9150,Unidentified Japanese Manufacturer,Japanese,0,0
111185,9154,"George Kovacs, Lighting Inc., New York, NY",0,0,0
111186,9156,"Vereinigte Lausitzer Glaswerke A.G., Weisswasser, Germany",0,0,0
111187,9160,Unidentified American Manufacturer,American,0,0
111188,9163,"Aurora S.p.A., Torino, Italy",0,0,0
111189,9168,"Alfred H. Barr, Jr.",American,Male,2000
111191,9175,"Sitterle Ceramics, Croton Falls, NY",0,0,0
111192,9177,"Flexform, Italy",0,0,0
111193,9178,"Habitat, Inc., New York, NY",0,0,0
111194,9179,"American Optical Corp., Southbridge, MA",American,0,1947
111195,9184,"Cleto Munari, Venice",0,Male,0
111196,9188,"Wiener Werkstätte, Vienna",0,0,0
111197,9191,"C. Hugo Pott, Solingen, Germany",0,Male,1995
111199,9194,"Herman Miller Furniture Co., Zeeland, MI",0,0,0
111200,9197,"Vortice Elettrosociali, S.p.A., Italy",0,0,0
111201,9199,"Bang & Olufsen, Struer, Denmark",0,0,0
111202,9202,"Iittala Glassworks, Iittala, Finland",0,0,0
111203,9206,S.M. Hexter Company,0,0,0
111204,9210,"Ceramic Japan Co. Ltd., Aichi-ken, Japan",0,0,0
111205,9213,"Lucie Rie Pottery, London",0,0,0
111206,9216,"Akzo Nobel Geosynthetics Company, Asheville, NC",American,0,0
111207,9219,"Kartell S.p.A., Milan, Italy",Italian,0,0
111208,9220,"Beylerian Ltd., New York, NY",0,0,0
111209,9221,Flos S.p.A.,Italian,0,0
111210,9222,"Konwiser Inc., New York, NY",American,0,0
111212,9224,"Nikon (Nippon Kogaku K.K.), Tokyo",Japanese,0,1980
111213,9228,"Elberel Italiana, Italy",0,0,0
111214,9230,"Revere Copper and Brass, Inc., Rome, NY",American,0,0
111215,9231,"Campeggi, Milan",0,0,0
111216,9237,"Matsushita Electrical Industrial Company, Osaka",0,0,0
111217,9238,"Nemo S.r.L., Rovallesca, Italy",0,0,0
111218,9239,"Eimer & Amend, New York, NY",American,0,1950
111221,9240,"IBM, East Fishkill, NY",0,0,1990
111222,9241,"International Business Machines Corp., Armonk, NY",American,0,0
111223,9242,"Bracciodiferro S.r.L., Genoa, Italy",0,0,0
111224,9244,"L. Anton Maix Fabrics, New York, NY",American,0,0
111225,9246,"Württembergische Metallwarenfabrik, Geislingen, Germany",0,0,0
111226,9255,"Staatliche Porzellan-Manufaktur, Berlin (now Konigliche Porzellan-Manufaktur)",0,0,0
111227,9257,"Gerhardi & Co., Ludenscheid, Germany",0,0,0
111228,9259,"Ekco Products Co., Chicago, IL",American,0,1947
111237,9262,"Elco Bellato, Venice",0,0,0
111238,9263,"Two's Company, Mount Vernon, NY",0,0,0
111239,9264,"Silkar Studios, New York, NY",0,0,0
111240,9266,"Lomonosov Porcelain Factory, Leningrad (now St. Petersburg)",0,0,0
111241,9269,"SIG Workshop Co. Ltd., Ishikawa, Japan",0,0,0
111242,9272,"Ruppelwerk GmbH, Gotha, Germany",0,0,0
111243,9276,"Italjet S.p.A., Bologna",0,0,0
111244,9277,"J.P. Kayser-Sohn Krefeld-Brockman, Germany",0,0,0
111245,9279,"Glass Com Production, Kimura Glass Co. Ltd.,Tokyo",0,0,0
111246,9280,"Gebrüder Thonet A.G., Germany",0,0,0
111247,9281,"Poggi, Italy",0,0,0
111248,9284,"Laverne Originals, New York, NY",0,0,0
111249,9286,"Anoishi Saw Manufacturing Co., Japan",0,0,0
111250,9289,"Cappellini S.p.A., Milan, Italy",0,0,0
111251,9292,"Alessi S.p.A., Italy",Italian,0,0
111252,9294,"Artemide S.p.A., Milan, Italy",0,0,0
111253,9300,"Iittala, New York, NY",0,0,0
111254,9304,"Synthetic Industries, Chattanooga, TN",American,0,1995
111259,9305,Seneca Glass Co.,American,0,1942
111262,9307,"Bauhaus Metal Workshop, Germany",0,0,0
111263,9308,"Knoll Associates, New York, NY",0,0,0
111264,9310,"Metallwerkstätte, Staatliches Bauhaus, Germany",0,0,0
111265,9311,"Svenska Artek, Hedemora, Sweden",0,0,0
111266,9312,"Isabel Scott Fabrics, New York, NY",0,0,0
111267,9316,Baralan International S.p.a. Containers for the Cosmetic Industry,0,0,0
111268,9318,"Estler-Regale G.m.b.H., Berlin",0,0,0
111269,9325,"Japan Victor Corporation (JVC), Japan",0,0,2014
111271,9331,"Arabia, Wärtsilä Ab, Helsinki, Finland",Finnish,0,1960
111274,9337,"Torben Örskov & Co. A/S, Copenhagen",0,0,0
111275,9339,"Coors Porcelain Co., Golden, CO",American,0,1948
111297,9341,"The Knoll Group, New York, NY",0,0,0
111298,9342,Hoechst Trevira GmbH,German,0,1997
111301,9345,"Allgemeine Elektricitäts Gesellschaft (A.E.G.), Germany",German,0,1958
111302,9347,"J. & L. Lobmeyr, Vienna",0,0,0
111303,9348,"Evans Products Co., Molded Plywood Div., Venice, CA",0,0,0
111304,9354,Fritz Hansen,0,0,0
111305,9356,"Hats Incredible, Inc., Braintree, MA",0,0,0
111306,9358,"Knoll Textiles, New York, NY",0,0,2016
111307,9361,"Knoll International, Inc., New York, NY",0,0,0
111308,9362,"Dovoplast, Vienna",0,0,0
111309,9367,"Printex Corporation of America, Ossining, NY",American,0,0
111310,9381,"Gebrüder Thonet, Vienna, Austria",0,0,0
111311,9384,"Laverne Inc., New York, NY",0,0,0
111312,9386,Bent Nobert MDD Industrial Design APS,0,0,0
111313,9389,"Kandya, England",0,0,0
111314,9391,"Svenskt Tenn, Stockholm",0,0,0
111315,9392,"The Watertown Manufacturing Co., Watertown, CT",American,0,1944
111316,9393,"Angelo Testa Co., Chicago",0,0,0
111317,9396,Mobles 114,0,0,0
111318,9397,"Design House Stockholm AB, Stockholm",0,0,0
111319,9399,"Zenith Radio Corporation, Chicago, IL",0,0,0
111320,9400,Easy Edges Inc.,0,0,0
111321,9401,"Luceplan, S.p.A., Italy",0,0,0
111322,9403,"Fasem International srl, Vicopisano, Italy",0,0,0
111323,9404,University of California Los Angeles Team,American,0,0
111324,9405,"Chemex Corp., New York, NY",0,0,0
111325,9406,Hilde Hubbuch,German,Female,2016
111326,9407,San Lorenzo SRL,0,0,0
111328,9418,"Stendig, Inc., New York, NY",0,0,0
111329,9419,"Alberto Bazzini, Milan, Italy",0,Male,0
111330,9423,"Driade S.p.A., Italy",0,0,0
111331,9424,"Firma Karl Mathsson, Varnamo, Sweden",0,0,0
111332,9427,"FlosUSA, Huntington Station, NY",0,0,0
111333,9431,"OWO (now XO), Brie-Comte-Robert, France",0,0,0
111334,9433,"Aram Designs Ltd., London",0,0,0
111335,9436,"Officina Alessi, Italy",0,0,0
111336,9439,"OWO, Montfort-l'Amaury, France",0,0,0
111337,9441,"Ritz-Italora, Milan, Italy",0,0,0
111338,9442,"Agfa-Gevaert AG, Munich",German,0,0
111339,9444,"B & B Italia, S.p.A., Como, Italy",0,0,0
111340,9448,"Ing. C. Olivetti & C. S.p.A., Ivrea, Italy",0,0,0
111341,9454,"Unidentified British Manufacturer, England",British,0,0
111342,9456,"Haagsche Plateelbakkerig Rozenburg, The Hague",0,0,0
111343,9457,"Dorothy Liebes Textiles Inc., New York, NY",0,0,0
111344,9460,Unidentified Czechoslovakian Manufacturer,Czechoslovakian,0,0
111345,9461,"Heller, New York, NY",0,0,0
111346,9465,"Alfi, Wertheim, Germany",German,0,0
111347,9466,"Tigrett Enterprises, Chicago, IL",0,0,0
111348,9467,"Thomson Consumer Electronics, France for Saba, France",0,0,0
111349,9471,"Braquette, Inc., New York, NY",0,0,0
111350,9475,"Berthold Palme, Czech Republic",0,0,0
111351,9478,"Ficks Reed Co., Cincinnati, OH",0,0,0
111352,9481,"Brunschwig & Fils, New York, NY",0,0,0
111353,9483,Unidentified German Manufacturer,German,0,0
111354,9484,"Vitra AG, Switzerland",0,0,0
111355,9491,"Joaquin Pottery Co., Stockton, CA",American,0,1943
111356,9495,"Kosta Glasbruk, Sweden",0,0,0
111357,9502,"Artek-Pascoe, Inc., New York, NY",0,0,0
111358,9506,"Blenko Glass Co., Inc., Milton, WV",American,0,1948
111361,9508,"Stadler Werkstätten, Nonnenhorn, Germany",0,0,0
111362,9511,"The Isokon Furniture Company, London",0,0,0
111363,9512,"Superior Toy and Mfg., Co., Chicago, IL",0,0,0
111364,9519,"Shoe Form Co., Inc., Utility Box Div., Auburn, NY",American,0,1946
111366,9522,"Alessi, Crusinallo, Italy",Italian,0,0
111367,9527,"Klise Manufacturing Co., Grand Rapids, MI",0,0,0
111368,9529,"Chas. D. Briddell, Inc., Crisfield, MD",0,0,0
111369,9548,Flos USA,0,0,0
111370,9550,"W.R. Case & Sons Cutlery Co., Bradford, PA",American,0,1942
111372,9552,"Nessen Studio, Inc. (now Nessen Lamps, Inc.), New York",0,0,0
111373,9554,"Crayonne Ltd., Sudbury-on-Thames, England",0,0,0
111374,9555,"Technics, Secaucus, NJ",0,0,2014
111375,9556,France Fluocaril,0,0,0
111376,9557,"Mardigian Corp., Detroit, MI",0,0,0
111377,9561,"W. Rosenlew and Co., Finland",0,0,0
111378,9562,"Imperial Glass Corp., Bellaire, OH",American,0,1946
111379,9567,"Johannes Hansen, Denmark",0,Male,0
111380,9569,"Kensington, Inc., New Kensington, PA",American,0,0
111381,9571,"Kaneko Orimono Co., Ltd., Gumma, Japan",Japanese,0,1997
111382,9572,"Kimura Senko Co., Ltd., Shinga, Japan",0,0,0
111383,9573,"Mitasho Co., Ltd., Gunma, Japan",0,0,0
111384,9575,"Landers, Frary & Clark, New Britain, CT",American,0,0
111385,9576,"NUNO Corporation, Tokyo, Japan",0,0,0
111386,9577,"Umentani Craft, Kyoto",0,0,0
111387,9578,"Lenox, Inc., Trenton, NJ",American,0,1934
111389,9580,"Seguso S.R.L., Murano, Italy",Italian,0,1949
111391,9581,"Sakase Adtech Co., Fukui, Japan",Japanese,0,2000
111392,9585,"Urase Co., Ltd., Fukui, Japan",Japanese,0,2000
111393,9586,"Yamazaki Vellodo Co., Ltd.",0,0,0
111394,9589,"Tsuguo Co., Ltd., Yamanashi, Japan",0,0,0
111395,9590,"Evans Products Co., Venice, California",0,0,0
111396,9592,"S. Yoshimura Co., Ltd., Fukui City, Japan",0,0,0
111397,9594,"Marrell Studios, San Francisco, CA",0,0,0
111398,9595,"Seiren Co., Ltd., Fukui, Japan",0,0,0
111399,9600,"Tiffany Glass & Decorating Co., New York, NY",0,0,0
111400,9602,"Lenore Tawney, New York, NY",0,0,0
111401,9604,"The Gorham Co., Providence, RI",0,0,0
111402,9607,"Werkstätten Karl Hagenauer, Vienna",0,0,0
111403,9608,"General Lighting Co., Brooklyn, NY",0,0,0
111404,9609,"Harvill Corp., Los Angeles, CA",American,0,1948
111405,9611,"R.A. Frederick Co., United States",American,0,0
111406,9616,"The Hobart Manufacturing Company, Troy, Ohio, established 1897",0,0,0
111407,9618,Unidentified Russian manufacturer,Russian,0,0
111408,9620,"BP Solar (British Petroleum Solar), Aylesbury, England",0,0,0
111409,9626,"Metal-Lite Products, Inc., Bay City, MI",0,0,0
111410,9627,"Sony Corporation of America, Park Ridge, NJ",0,0,0
111411,9629,"G.M. Thurnauer Co., Czechoslovakia",Czech,0,1946
111412,9632,"Neuzeughammer Ambosswerk, Austria",0,0,0
111413,9633,"Yamaha Corporation, Hamamatsu, Japan",0,0,0
111414,9641,Vitra International AG,0,0,0
